,index,community_full,value,label,community,graph,color,marker
1205,left posterior cingulate,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
1206,left posterior cingulate,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1207,left posterior cingulate,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1208,left posterior cingulate,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
1209,left posterior cingulate,front_gt_5,1,frontal,5,SUVR-derived graph,#71B8B4,^
1210,left posterior cingulate,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1211,left posterior cingulate,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1212,left posterior cingulate,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
1213,left posterior cingulate,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
1214,left posterior cingulate,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
1215,left posterior cingulate,latpar_gt_3,1,lat-par,3,SUVR-derived graph,#D97F31,^
1216,left posterior cingulate,latpar_shap_4,1,lat-par,4,SHAP-derived graph,#814B91,o
1217,left posterior cingulate,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
1218,left posterior cingulate,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1219,left posterior cingulate,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
1220,left posterior cingulate,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
1221,left posterior cingulate,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1222,left posterior cingulate,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
1223,left posterior cingulate,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
1224,left posterior cingulate,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1225,left posterior cingulate,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
1226,left posterior cingulate,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1227,left posterior cingulate,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
1228,left posterior cingulate,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1229,left posterior cingulate,lattemp_gt_5,1,lat-temp,5,SUVR-derived graph,#71B8B4,^
1230,left posterior cingulate,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
1231,left posterior cingulate,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
1232,left posterior cingulate,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
1233,left posterior cingulate,medpar_gt_2,1,med-par,2,SUVR-derived graph,#939ABE,^
1234,left posterior cingulate,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1235,left posterior cingulate,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
1236,left posterior cingulate,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
1237,left posterior cingulate,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1238,left posterior cingulate,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1239,left posterior cingulate,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1240,left posterior cingulate,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
1241,left posterior cingulate,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
1242,left posterior cingulate,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1243,left posterior cingulate,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
1244,left posterior cingulate,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
1245,left posterior cingulate,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1246,left posterior cingulate,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1247,left posterior cingulate,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1248,left posterior cingulate,medtemp_shap_5,1,med-temp,5,SHAP-derived graph,#71B8B4,o
1249,left posterior cingulate,medtemp_gt_5,1,med-temp,5,SUVR-derived graph,#71B8B4,^
1250,left posterior cingulate,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
1251,left posterior cingulate,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
1252,left posterior cingulate,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1253,left posterior cingulate,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1254,left posterior cingulate,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1255,left posterior cingulate,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1256,left posterior cingulate,occ_shap_4,1,occipital,4,SHAP-derived graph,#814B91,o
1257,left posterior cingulate,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1258,left posterior cingulate,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1259,left posterior cingulate,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1260,left precentral,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
1261,left precentral,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
1262,left precentral,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1263,left precentral,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1264,left precentral,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1265,left precentral,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
1266,left precentral,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1267,left precentral,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1268,left precentral,front_shap_5,1,frontal,5,SHAP-derived graph,#71B8B4,o
1269,left precentral,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1270,left precentral,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1271,left precentral,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1272,left precentral,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
1273,left precentral,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
1274,left precentral,latpar_shap_3,1,lat-par,3,SHAP-derived graph,#D97F31,o
1275,left precentral,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
1276,left precentral,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1277,left precentral,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
1278,left precentral,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1279,left precentral,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
1280,left precentral,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
1281,left precentral,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1282,left precentral,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
1283,left precentral,lattemp_gt_2,1,lat-temp,2,SUVR-derived graph,#939ABE,^
1284,left precentral,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1285,left precentral,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
1286,left precentral,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1287,left precentral,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
1288,left precentral,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1289,left precentral,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
1290,left precentral,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
1291,left precentral,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
1292,left precentral,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
1293,left precentral,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
1294,left precentral,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1295,left precentral,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
1296,left precentral,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
1297,left precentral,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1298,left precentral,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1299,left precentral,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1300,left precentral,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
1301,left precentral,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
1302,left precentral,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1303,left precentral,medtemp_gt_2,1,med-temp,2,SUVR-derived graph,#939ABE,^
1304,left precentral,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
1305,left precentral,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1306,left precentral,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1307,left precentral,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1308,left precentral,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1309,left precentral,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
1310,left precentral,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1311,left precentral,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
1312,left precentral,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1313,left precentral,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1314,left precentral,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1315,left precentral,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1316,left precentral,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1317,left precentral,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1318,left precentral,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1319,left precentral,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1320,left precuneus,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
1321,left precuneus,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
1322,left precuneus,front_shap_2,1,frontal,2,SHAP-derived graph,#939ABE,o
1323,left precuneus,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1324,left precuneus,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1325,left precuneus,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
1326,left precuneus,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1327,left precuneus,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1328,left precuneus,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
1329,left precuneus,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1330,left precuneus,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1331,left precuneus,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1332,left precuneus,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
1333,left precuneus,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
1334,left precuneus,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
1335,left precuneus,latpar_gt_3,1,lat-par,3,SUVR-derived graph,#D97F31,^
1336,left precuneus,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1337,left precuneus,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
1338,left precuneus,latpar_shap_5,1,lat-par,5,SHAP-derived graph,#71B8B4,o
1339,left precuneus,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
1340,left precuneus,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
1341,left precuneus,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1342,left precuneus,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
1343,left precuneus,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
1344,left precuneus,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1345,left precuneus,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
1346,left precuneus,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1347,left precuneus,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
1348,left precuneus,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1349,left precuneus,lattemp_gt_5,1,lat-temp,5,SUVR-derived graph,#71B8B4,^
1350,left precuneus,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
1351,left precuneus,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
1352,left precuneus,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
1353,left precuneus,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
1354,left precuneus,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1355,left precuneus,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
1356,left precuneus,medpar_shap_4,1,med-par,4,SHAP-derived graph,#814B91,o
1357,left precuneus,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1358,left precuneus,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1359,left precuneus,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1360,left precuneus,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
1361,left precuneus,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
1362,left precuneus,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1363,left precuneus,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
1364,left precuneus,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
1365,left precuneus,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1366,left precuneus,medtemp_shap_4,1,med-temp,4,SHAP-derived graph,#814B91,o
1367,left precuneus,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1368,left precuneus,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1369,left precuneus,medtemp_gt_5,1,med-temp,5,SUVR-derived graph,#71B8B4,^
1370,left precuneus,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1371,left precuneus,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
1372,left precuneus,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1373,left precuneus,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1374,left precuneus,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1375,left precuneus,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1376,left precuneus,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1377,left precuneus,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1378,left precuneus,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1379,left precuneus,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1380,left rostral anterior cingulate,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
1381,left rostral anterior cingulate,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
1382,left rostral anterior cingulate,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1383,left rostral anterior cingulate,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1384,left rostral anterior cingulate,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1385,left rostral anterior cingulate,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
1386,left rostral anterior cingulate,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1387,left rostral anterior cingulate,front_gt_4,1,frontal,4,SUVR-derived graph,#814B91,^
1388,left rostral anterior cingulate,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
1389,left rostral anterior cingulate,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1390,left rostral anterior cingulate,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1391,left rostral anterior cingulate,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1392,left rostral anterior cingulate,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
1393,left rostral anterior cingulate,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
1394,left rostral anterior cingulate,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
1395,left rostral anterior cingulate,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
1396,left rostral anterior cingulate,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1397,left rostral anterior cingulate,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
1398,left rostral anterior cingulate,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1399,left rostral anterior cingulate,latpar_gt_5,1,lat-par,5,SUVR-derived graph,#71B8B4,^
1400,left rostral anterior cingulate,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
1401,left rostral anterior cingulate,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1402,left rostral anterior cingulate,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
1403,left rostral anterior cingulate,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
1404,left rostral anterior cingulate,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1405,left rostral anterior cingulate,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
1406,left rostral anterior cingulate,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1407,left rostral anterior cingulate,lattemp_gt_4,1,lat-temp,4,SUVR-derived graph,#814B91,^
1408,left rostral anterior cingulate,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1409,left rostral anterior cingulate,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
1410,left rostral anterior cingulate,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
1411,left rostral anterior cingulate,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
1412,left rostral anterior cingulate,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
1413,left rostral anterior cingulate,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
1414,left rostral anterior cingulate,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1415,left rostral anterior cingulate,medpar_gt_3,1,med-par,3,SUVR-derived graph,#D97F31,^
1416,left rostral anterior cingulate,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
1417,left rostral anterior cingulate,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1418,left rostral anterior cingulate,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1419,left rostral anterior cingulate,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1420,left rostral anterior cingulate,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
1421,left rostral anterior cingulate,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
1422,left rostral anterior cingulate,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1423,left rostral anterior cingulate,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
1424,left rostral anterior cingulate,medtemp_shap_3,1,med-temp,3,SHAP-derived graph,#D97F31,o
1425,left rostral anterior cingulate,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1426,left rostral anterior cingulate,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1427,left rostral anterior cingulate,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1428,left rostral anterior cingulate,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1429,left rostral anterior cingulate,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
1430,left rostral anterior cingulate,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1431,left rostral anterior cingulate,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
1432,left rostral anterior cingulate,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1433,left rostral anterior cingulate,occ_gt_2,1,occipital,2,SUVR-derived graph,#939ABE,^
1434,left rostral anterior cingulate,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1435,left rostral anterior cingulate,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1436,left rostral anterior cingulate,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1437,left rostral anterior cingulate,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1438,left rostral anterior cingulate,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1439,left rostral anterior cingulate,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1440,left rostral middle frontal,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
1441,left rostral middle frontal,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
1442,left rostral middle frontal,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1443,left rostral middle frontal,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1444,left rostral middle frontal,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1445,left rostral middle frontal,front_gt_3,1,frontal,3,SUVR-derived graph,#D97F31,^
1446,left rostral middle frontal,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1447,left rostral middle frontal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1448,left rostral middle frontal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
1449,left rostral middle frontal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1450,left rostral middle frontal,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1451,left rostral middle frontal,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1452,left rostral middle frontal,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
1453,left rostral middle frontal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
1454,left rostral middle frontal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
1455,left rostral middle frontal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
1456,left rostral middle frontal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1457,left rostral middle frontal,latpar_gt_4,1,lat-par,4,SUVR-derived graph,#814B91,^
1458,left rostral middle frontal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1459,left rostral middle frontal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
